drug,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,main_cluster,max_membership,membership_entropy,cluster_num,cluster,membership_score,display_label,target,pathway,research_area
Teclozan,0.0009101859113794704,0.7692518319421644,0.0006914971356794898,0.002403590012029043,0.0264006405292433,0.055908795093212366,0.00035714597719352213,0.12773249528562255,0.0005775228522559952,0.015766295261219698,cluster_2,0.7692518319421644,0.8203155240230088,2,Cluster_2,0.7692518319421644,Teclozan,Parasite,Anti-infection,Infection
Tenapanor (hydrochloride),0.011388822533000748,0.0027672231999411948,0.02937753359139674,0.0075462992851355395,0.0025020194611589885,0.0030938663765053692,0.8539074188111944,0.002798164572274036,0.08194229080434826,0.004676361365044704,cluster_7,0.8539074188111944,0.6220353309412537,7,Cluster_7,0.8539074188111944,Tenapanor (hydrochloride),Na+/H+ Exchanger (NHE),Membrane Transporter/Ion Channel,Metabolic Disease
Tinoridine (hydrochloride),0.0005043041912033854,0.06406797487211736,0.0003580628770050562,0.0011000498164816727,0.17503972184009914,0.009534826338660117,0.00017837039653600267,0.7381032989450057,0.000274042578154807,0.010839348144736902,cluster_8,0.7381032989450057,0.8165951979963018,8,Cluster_8,0.7381032989450057,Tinoridine (hydrochloride),Glutathione Peroxidase,Metabolic Enzyme/Protease,Inflammation/Immunology
Tirofiban (hydrochloride monohydrate),0.0010603442333750027,0.03155180389298473,0.0007189312510505657,0.0019977596525786196,0.8163656733885765,0.010448470054681289,0.00035835773323531465,0.11675557476445704,0.0005326376434223542,0.020210447385638652,cluster_5,0.8163656733885765,0.6836867901541377,5,Cluster_5,0.8163656733885765,Tirofiban (hydrochloride monohydrate),Integrin,Cytoskeleton,Cardiovascular Disease
Tolbutamide,0.0016436614491302964,0.04614578430529231,0.0011213958968246198,0.0029533469000972835,0.7508345824840746,0.01593671515586466,0.0005462472736017677,0.15307992388050226,0.0008137665071340949,0.026924576147478167,cluster_5,0.7508345824840746,0.8529476195225772,5,Cluster_5,0.7508345824840746,Tolbutamide,Autophagy; Potassium Channel,Autophagy; Membrane Transporter/Ion Channel,Metabolic Disease; Cancer
Topiroxostat,0.00838488393519443,0.19458317949552098,0.007352120734628742,0.024408457563736257,0.06819107408628415,0.48327993071447745,0.0040744991942138695,0.1284027473729068,0.0066865105699370105,0.0746365963331003,cluster_6,0.48327993071447745,1.5330457970431508,6,Cluster_6,0.48327993071447745,Topiroxostat,Cytochrome P450; Xanthine Oxidase,Metabolic Enzyme/Protease,Metabolic Disease
Tranylcypromine (hemisulfate),0.001124482133081627,0.03378133651185431,0.0007665683667764524,0.0021441204096349555,0.7991052753368608,0.01132380426679211,0.00038135023300194665,0.12902613226268236,0.0005775533534021793,0.021769377125913224,cluster_5,0.7991052753368608,0.7255435357968354,5,Cluster_5,0.7991052753368608,Tranylcypromine (hemisulfate),Histone Demethylase; Monoamine Oxidase,Epigenetics; Neuronal Signaling,Neurological Disease
Triclabendazole,0.00018413206182665753,0.008065357581849364,0.00012994669134921117,0.000365694976252623,0.9442940050378266,0.00222479449820247,6.41562438075841e-05,0.04132285653962626,9.627872948331357e-05,0.0032527776397759966,cluster_5,0.9442940050378266,0.2640419498139224,5,Cluster_5,0.9442940050378266,Triclabendazole,Microtubule/Tubulin; Parasite,Anti-infection; Cell Cycle/DNA Damage; Cytoskeleton,Infection
Trimethobenzamide (hydrochloride),6.53255342291412e-05,0.0023292882779219824,4.515870788557599e-05,0.00012134106576011876,0.9855537079717155,0.0007091819486067224,2.2268143511756092e-05,0.010061582027321268,3.313561018211796e-05,0.0010590107128657775,cluster_5,0.9855537079717155,0.08988855616492773,5,Cluster_5,0.9855537079717155,Trimethobenzamide (hydrochloride),Dopamine Receptor; Influenza Virus,Anti-infection; GPCR/G Protein; Neuronal Signaling,Others
Tucatinib,0.022946328692676436,0.1185741834642492,0.018305237284751166,0.05068026174294051,0.18944010461088687,0.0804820215022898,0.008734260934883388,0.17994975621134962,0.013450899315130481,0.3174369462408426,cluster_10,0.3174369462408426,1.854010288197366,10,Cluster_10,0.3174369462408426,Tucatinib,EGFR,JAK/STAT Signaling; Protein Tyrosine Kinase/RTK,Cancer
Tucidinostat,0.24562645040787284,0.02266728757898414,0.4280348258933957,0.028389153895072513,0.023392879343618105,0.022180231425437805,0.10200399683176417,0.02423202427499006,0.06635703660701868,0.03711611374184595,cluster_3,0.4280348258933957,1.6925801679504386,3,Cluster_3,0.4280348258933957,Tucidinostat,HDAC,Cell Cycle/DNA Damage; Epigenetics,Cancer
Umbralisib,0.02528396237909079,0.10014135412087444,0.03619911227169428,0.3456542504774343,0.06976373846849497,0.13880981553762284,0.027785380105230777,0.08926657717637647,0.04999464302971021,0.11710116643347092,cluster_4,0.3456542504774343,1.9867781050651017,4,Cluster_4,0.3456542504774343,Umbralisib,Casein Kinase; PI3K,Cell Cycle/DNA Damage; PI3K/Akt/mTOR; Stem Cell/Wnt,Cancer
Vadadustat,0.000888153880913078,0.797052664641716,0.0006854662405789176,0.002352942876824557,0.02091567311118514,0.07195949394828567,0.00035064952803460673,0.09031925823995483,0.0005652250219405851,0.014910472510566656,cluster_2,0.797052664641716,0.763421758763683,2,Cluster_2,0.797052664641716,Vadadustat,HIF/HIF Prolyl-Hydroxylase,Metabolic Enzyme/Protease,Cardiovascular Disease
Vardenafil,0.0013310561647713783,0.07068329751637177,0.0011148903142521875,0.004223502740642325,0.015303661521944994,0.855319243198613,0.0006221093712295677,0.03371194449525619,0.0010245922073626222,0.016665702469555906,cluster_6,0.855319243198613,0.6185586004124668,6,Cluster_6,0.855319243198613,Vardenafil,Endogenous Metabolite; Phosphodiesterase (PDE),Metabolic Enzyme/Protease,Endocrinology; Metabolic Disease; Inflammation/Immunology
Varenicline (Hydrochloride),0.0008993100905071602,0.08637568735246287,0.0006367192523548354,0.0019111400612296158,0.23981042821785778,0.01601753066009771,0.0003210312363376238,0.6365703079450715,0.000490922641944039,0.016966922542136796,cluster_8,0.6365703079450715,1.0061419256835324,8,Cluster_8,0.6365703079450715,Varenicline (Hydrochloride),nAChR,Membrane Transporter/Ion Channel; Neuronal Signaling,Neurological Disease; Cancer
Vasopressin,0.001296214507396158,0.12014719960582712,0.0009259921166196553,0.002930404664301004,0.1826393485253125,0.02523017537049864,0.00047214724597035733,0.640852096866638,0.0007286661853612289,0.024777754912075154,cluster_8,0.640852096866638,1.075799296328451,8,Cluster_8,0.640852096866638,Vasopressin,Endogenous Metabolite,Metabolic Enzyme/Protease,Neurological Disease
Vemurafenib,0.07119189796474872,0.1053750357254686,0.033657216410089154,0.07224953061618505,0.13188343427482138,0.08516487590789835,0.020364177120728078,0.13533613968746858,0.03311267050294201,0.3116650217896501,cluster_10,0.3116650217896501,2.0323367589547523,10,Cluster_10,0.3116650217896501,Vemurafenib,Autophagy; Raf,Autophagy; MAPK/ERK Pathway,Cancer
Zanubrutinib,5.469722267623843e-05,0.0018904596781261504,3.738781113955613e-05,9.863513532425552e-05,0.9883864251297665,0.0005783838758113031,1.8250880595741918e-05,0.007991699803338824,2.7155989354683512e-05,0.0009169044738668573,cluster_5,0.9883864251297665,0.07503325408026981,5,Cluster_5,0.9883864251297665,Zanubrutinib,Btk,Protein Tyrosine Kinase/RTK,Cancer
Î±-Lipoic Acid,0.005020978609039773,0.19419455020708143,0.00412208150730843,0.012628693889210204,0.21183280105463176,0.07816639583993902,0.002018265486363754,0.3956633853616863,0.0031288808518939765,0.09322396719284538,cluster_8,0.3956633853616863,1.5693090071593614,8,Cluster_8,0.3956633853616863,Î±-Lipoic Acid,Apoptosis; Endogenous Metabolite; HIV; Mitochondrial Metabolism; NF-ÎºB,Anti-infection; Apoptosis; Metabolic Enzyme/Protease; NF-ÎºB,Cancer; Infection; Inflammation/Immunology
