protein,gene_symbol,display_label,cluster,mean_value,sd_value,max_abs_value,non_na_fraction
P08237,PFKM,PFKM,Cluster_1,-0.39807440147626144,0.9190776950546478,2.820804508685253,1.0
P07951,TPM2,TPM2,Cluster_1,0.761503332327821,0.9554956019816723,2.7641864243061463,1.0
Q02388,COL7A1,COL7A1,Cluster_1,0.2874135853549273,0.8585451304374855,2.6296118520961613,1.0
Q96A29,SLC35C1,SLC35C1,Cluster_1,-0.1343803377903328,0.6118987674764835,1.611051558172969,1.0
A9QM74,KPNA7,KPNA7,Cluster_1,-0.19359742827127022,0.434515238510411,1.1515422047784265,1.0
Q63HK3,ZKSCAN2,ZKSCAN2,Cluster_2,-0.3536058051821715,0.5809367768259329,1.8943001877883368,1.0
Q9H867,VCPKMT,VCPKMT,Cluster_2,-0.17269365280056118,0.5448766118405818,1.2258764618995244,1.0
Q8N9R8,SCAI,SCAI,Cluster_3,-0.16838462781148114,0.8760343000952115,2.522908401917949,1.0
Q969Q5,RAB24,RAB24,Cluster_3,-0.11071249114487085,0.3345289180558208,2.255848271876644,1.0
Q8N2H4,SYS1,SYS1,Cluster_3,-0.12803183592351647,0.3533293138612961,1.298781823666424,1.0
O15068,MCF2L,MCF2L,Cluster_4,0.5569389628026904,1.5590303415216757,7.630439964874055,1.0
Q9C073,FAM117A,FAM117A,Cluster_4,-0.3358597826153744,0.9403585559764781,6.584321528846479,1.0
O75363,BCAS1,BCAS1,Cluster_4,0.3595317472561095,0.8975936314014452,5.976729238452679,1.0
Q9H2W2,MIXL1,MIXL1,Cluster_4,1.3860540942882995,1.2239521471065717,5.675555066218676,1.0
O94782,USP1,USP1,Cluster_4,-0.45773206177797426,0.9471547843326901,5.605395069634266,1.0
O60941,DTNB,DTNB,Cluster_4,-0.32097424118509504,1.0142665800335222,5.399968537007421,1.0
Q01664,TFAP4,TFAP4,Cluster_4,-0.3415971848252452,0.9225189547924895,5.303822551243769,1.0
P13640,MT1G,MT1G,Cluster_4,-0.4751922436967827,0.8290369240398835,5.207439523149702,1.0
O75486,SUPT3H,SUPT3H,Cluster_4,-0.42627829323343464,0.759092546508307,5.121017034807791,1.0
P80297,MT1X,MT1X,Cluster_4,-0.3469367440170674,0.8288297196075606,5.082432397183068,1.0
Q6UVJ0,SASS6,SASS6,Cluster_4,-0.48645131303989747,1.1011227711877687,4.9845126774654265,1.0
P78317,RNF4,RNF4,Cluster_4,-0.6002370007440226,0.9096560132510335,4.961361541395675,1.0
Q8N8V4,ANKS4B,ANKS4B,Cluster_4,-0.9090793328514511,1.0476641440975274,4.940716392972012,1.0
Q8N9V3,WDSUB1,WDSUB1,Cluster_4,0.02598336557812375,0.7030099282120493,4.897854588951329,1.0
Q5JTC6,AMER1,AMER1,Cluster_4,-0.6642435395089351,1.2408983185640041,4.889147915235247,1.0
P04732,MT1E,MT1E,Cluster_4,-0.1637717538000154,1.1634996051819115,4.814570337043598,1.0
O95229,ZWINT,ZWINT,Cluster_4,-0.3155123641266052,0.9022683905161729,4.776577605862759,1.0
Q9BWT1,CDCA7,CDCA7,Cluster_4,-0.7442826244699461,1.0719636368356968,4.700083739562002,1.0
Q05513,PRKCZ,PRKCZ,Cluster_4,-0.10146240350302793,0.6833940975994276,4.699867557850137,1.0
Q9ULP0,NDRG4,NDRG4,Cluster_4,0.4076739494540544,1.0795012206457193,4.685150072986925,1.0
P30305,CDC25B,CDC25B,Cluster_4,-0.7917660408367664,1.2825560159310874,4.664718976181128,1.0
Q8WUF8,ARB2A,ARB2A,Cluster_4,0.047130581238461484,0.6112237595983415,4.646602824381128,1.0
Q6PGN9,PSRC1,PSRC1,Cluster_4,-0.6756905448179972,0.8015553458103793,4.615332805919341,1.0
O00512,BCL9,BCL9,Cluster_4,0.034648875604813216,0.5764948222824932,4.59481901353433,1.0
O15217,GSTA4,GSTA4,Cluster_4,-0.31119537206961256,0.9331228812031682,4.581610536408153,1.0
Q9H400,LIME1,LIME1,Cluster_4,-0.587475019043709,1.0299915703970683,4.571644205321535,1.0
Q9Y2Y9,KLF13,KLF13,Cluster_4,-0.5813990340808797,0.7754659797749457,4.537852133488668,1.0
Q3ZCM7,TUBB8,TUBB8,Cluster_4,-0.5303951569764797,0.5960288718098538,4.530754187057868,1.0
Q6PCD5,RFWD3,RFWD3,Cluster_4,-0.25507931883005086,0.8985136574987316,4.511071294733743,1.0
Q4G0X9,CCDC40,CCDC40,Cluster_4,-0.08334424427617389,0.9175210048904254,4.477747604108622,1.0
Q7L590,MCM10,MCM10,Cluster_4,-0.3556412548960097,0.7690876100930427,4.468414636124793,1.0
Q96I23,PYURF,PYURF,Cluster_4,-0.14094942460494955,0.4293725557697879,4.464798626840006,1.0
Q9UBC5,MYO1A,MYO1A,Cluster_4,-0.41679124622471214,0.701341957598113,4.44910790095822,1.0
O00470,MEIS1,MEIS1,Cluster_4,-0.1152058127633925,0.6878211944009214,4.436839572715806,1.0
O15392,BIRC5,BIRC5,Cluster_4,-0.5274820357467821,0.8285276503113229,4.418561370615263,1.0
Q8NDA8,MROH1,MROH1,Cluster_4,-0.15380845720502587,0.6027851549626839,4.3605039630683855,1.0
Q96B01,RAD51AP1,RAD51AP1,Cluster_4,-0.5159506109654334,0.6509223382047422,4.358520215020839,1.0
Q96D05,FAM241B,FAM241B,Cluster_4,-0.11074981431402761,0.6983174658453706,4.315382483664067,1.0
Q6VMQ6,ATF7IP,ATF7IP,Cluster_4,-0.258480007243099,0.7953430649024712,4.29883768155527,1.0
P20851,C4BPB,C4BPB,Cluster_4,-0.04405298731190696,0.8691133305594667,4.298603965027937,1.0
Q9Y620,RAD54B,RAD54B,Cluster_4,-0.6704418194425092,1.1622879817196148,4.285725607294857,1.0
O60469,DSCAM,DSCAM,Cluster_4,0.06501133895418985,0.6115173435968793,4.280527332671888,1.0
Q9Y2P5,SLC27A5,SLC27A5,Cluster_4,-0.25490245388665494,0.7096710002947213,4.236016854828682,1.0
Q7Z2K8,GPRIN1,GPRIN1,Cluster_4,0.5894990498639731,0.6249877953541324,4.218601053689097,1.0
Q01196,RUNX1,RUNX1,Cluster_4,-0.43164652445797524,0.631079048526996,4.20018418582297,1.0
Q15004,PCLAF,PCLAF,Cluster_4,-0.17348715617051647,0.7034683595545604,4.187544146351819,1.0
Q86VX9,MON1A,MON1A,Cluster_4,-0.16463379989599966,0.6373822356959438,4.182082397818439,1.0
O14994,SYN3,SYN3,Cluster_4,-0.26073896337387836,0.6298368646064053,4.181437802866549,1.0
Q86V87,FHIP2B,FHIP2B,Cluster_4,-0.023031616679042514,0.6061805484542292,4.176036521807589,1.0
Q04900,CD164,CD164,Cluster_4,0.30655467754054966,0.9450874373811139,4.171729230135799,1.0
Q0ZGT2,NEXN,NEXN,Cluster_4,0.08575151177383626,0.5496236233493699,4.161650936276883,1.0
Q99952,PTPN18,PTPN18,Cluster_4,-0.13514078881695682,0.6739937569469601,4.155773360352603,1.0
Q9HD47,RANGRF,RANGRF,Cluster_4,-0.4035663329975115,0.6497452990134435,4.14906878211524,1.0
Q7RTS1,BHLHA15,BHLHA15,Cluster_4,-0.5256074942237948,0.7234768982302641,4.141879459604319,1.0
Q17RS7,GEN1,GEN1,Cluster_4,-0.41193894781331636,0.7567183256154433,4.138858837082774,1.0
Q8N0T1,RBIS,RBIS,Cluster_4,-0.5256528865126833,0.637777575015295,4.134847326893553,1.0
Q9NPH0,ACP6,ACP6,Cluster_4,0.07609059521118391,0.6180378388867253,4.13101410441573,1.0
Q9HCM7,FBRSL1,FBRSL1,Cluster_4,-0.47351681906586884,0.7891465735285756,4.125858057999043,1.0
Q9P0P0,RNF181,RNF181,Cluster_4,-0.16018166184261107,0.462286126289129,4.110589166563866,1.0
O95835,LATS1,LATS1,Cluster_4,-0.4347101246512971,0.7052985587675035,4.086828154785122,1.0
Q6IEG0,SNRNP48,SNRNP48,Cluster_4,-0.561491826995974,0.46516142933760923,4.083886005040581,1.0
O15370,SOX12,SOX12,Cluster_4,-0.45598254306408287,0.5015427178321981,4.081569734187223,1.0
Q6IQ21,ZNF770,ZNF770,Cluster_4,-0.14085658653487154,0.5023056066622575,4.081195100031122,1.0
Q5T7N3,KANK4,KANK4,Cluster_4,-0.13898714428949746,0.6614751254287631,4.078297573424823,1.0
P42575,CASP2,CASP2,Cluster_4,-0.18473286569556288,0.5541849645459529,4.076926129637442,1.0
O15020,SPTBN2,SPTBN2,Cluster_4,0.04511736668861004,0.5422967925290043,4.064961884718345,1.0
O00311,CDC7,CDC7,Cluster_4,-0.8761061842104743,1.4578978336024169,4.0598196948797565,1.0
O75635,SERPINB7,SERPINB7,Cluster_4,-0.12835536770136327,0.5625346641142266,4.045478491580894,1.0
Q6P444,MTFR2,MTFR2,Cluster_4,-0.39739606355405216,1.1861181451827334,4.045160628015379,1.0
Q96Q04,LMTK3,LMTK3,Cluster_4,-0.500579759810295,1.0336299007202607,4.044737130827654,1.0
Q75V66,ANO5,ANO5,Cluster_4,0.7237026997647334,0.9907803929542229,4.043735100600653,1.0
Q99973,TEP1,TEP1,Cluster_4,-0.026406128345537086,0.6195734370430204,4.03251689691178,1.0
Q9Y2T1,AXIN2,AXIN2,Cluster_4,-0.1850302005869629,0.5109375761464849,4.013345542271354,1.0
O15516,CLOCK,CLOCK,Cluster_4,-0.4700874043417636,0.8075804513723933,4.012044498085025,1.0
P12074,COX6A1,COX6A1,Cluster_4,0.02443872835013995,0.5442382536057809,4.003919684691393,1.0
P63146,UBE2B,UBE2B,Cluster_4,-0.11113285185172077,0.6061500145888622,3.986705522102497,1.0
Q8NHM5,KDM2B,KDM2B,Cluster_4,-0.25185148757757203,0.4533384548228658,3.983712891764695,1.0
Q5T8A7,PPP1R26,PPP1R26,Cluster_4,-0.286061984201353,0.9020060821337419,3.980395645563624,1.0
P68543,UBXN2A,UBXN2A,Cluster_4,-0.09441280984204141,0.5302948276566529,3.973959850237151,1.0
Q86WV5,TEN1,TEN1,Cluster_4,-0.20071685293456304,0.828108307210517,3.973328730999112,1.0
Q9UNZ5,C19orf53,C19orf53,Cluster_4,-0.47556604947930525,0.5071651421488469,3.968304256991964,1.0
P41134,ID1,ID1,Cluster_4,-0.26582409912501515,0.6728548125485185,3.964806784181522,1.0
Q9NPA3,MID1IP1,MID1IP1,Cluster_4,-0.1811285932389957,0.6651451908856403,3.943856839899192,1.0
Q14106,TOB2,TOB2,Cluster_4,-0.25388340893280087,0.960188133920275,3.921249841732397,1.0
Q9BPZ3,PAIP2,PAIP2,Cluster_4,-0.2445866693004415,0.6903313783202033,3.913344679329789,1.0
Q96HE9,PRR11,PRR11,Cluster_4,-0.3956626685670913,0.6392016108323044,3.911794606871325,1.0
Q02535,ID3,ID3,Cluster_4,-0.6331877654206195,0.9114250436478971,3.906519276798905,1.0
O14791,APOL1,APOL1,Cluster_4,0.14174766938661207,0.6932241218539177,3.8973877980772222,1.0
Q9H211,CDT1,CDT1,Cluster_4,-0.2839192981885817,0.9043237137935063,3.877225837001749,1.0
Q96BD8,SKA1,SKA1,Cluster_4,-0.3583405957222616,0.9480735920718796,3.8758702965049694,1.0
Q06609,RAD51,RAD51,Cluster_4,-0.2745419080799567,0.7584923393132571,3.874080127098253,1.0
Q96DR4,STARD4,STARD4,Cluster_4,0.2119650526272331,0.584784953693973,3.8633041473454384,1.0
P57060,RWDD2B,RWDD2B,Cluster_4,0.048465311465853665,0.6061239041915525,3.8528204939829234,1.0
O43164,PJA2,PJA2,Cluster_4,0.09101117346591032,0.6822479302810392,3.8522969334256025,1.0
Q96E52,OMA1,OMA1,Cluster_4,-0.17024399689839045,0.7243828710588506,3.8416494104108274,1.0
Q9NXL9,MCM9,MCM9,Cluster_4,-0.5021588794659542,0.6755591013339243,3.838221002624053,1.0
Q96DX7,TRIM44,TRIM44,Cluster_4,-0.11181996714662464,0.6279771073317568,3.836062563499864,1.0
Q9BVW5,TIPIN,TIPIN,Cluster_4,-0.22751953138344685,0.657937091052642,3.834187647886752,1.0
Q9H8W3,FAM204A,FAM204A,Cluster_4,-0.35211401936688913,0.8079401058124187,3.833400313718574,1.0
P10075,GLI4,GLI4,Cluster_4,-0.577270537620562,1.3366379299719624,3.833267622910637,1.0
Q9NRH1,YAE1,YAE1,Cluster_4,0.07127176336402342,0.8107698276219262,3.828971597283555,1.0
A0A096LP01,SMIM26,SMIM26,Cluster_4,-0.18553024751731279,0.7622598770419473,3.8275099477751446,1.0
O43296,ZNF264,ZNF264,Cluster_4,-0.2837732928138115,1.0783791858079288,3.815109736938254,1.0
Q9BWW4,SSBP3,SSBP3,Cluster_4,-0.16801921487816188,0.5541105647827475,3.812430351081353,1.0
Q7L3B6,CDC37L1,CDC37L1,Cluster_4,-0.2894470157704166,0.5746426105717927,3.8056865412277343,1.0
P24385,CCND1,CCND1,Cluster_4,-0.16117665066371817,0.677084235929676,3.7954629671442817,1.0
Q9UGK8,SERGEF,SERGEF,Cluster_4,-0.05337853244571072,0.5204929568979324,3.7765040705443456,1.0
Q96K62,ZBTB45,ZBTB45,Cluster_4,-0.10254153930446229,0.89052271001142,3.7372848471644655,1.0
Q8NFZ5,TNIP2,TNIP2,Cluster_4,-0.2050660977714743,0.6227073882407846,3.735460831641348,1.0
Q96AP0,ACD,ACD,Cluster_4,-0.19624638334150285,0.6758881141692397,3.7329937464870335,1.0
P63261,ACTG1,ACTG1,Cluster_4,-0.2775951081211965,0.8378770430540509,3.7299018147363103,1.0
Q96FX2,DPH3,DPH3,Cluster_4,-0.6976282464711949,0.6408237887931204,3.7131805561533113,1.0
O43504,LAMTOR5,LAMTOR5,Cluster_4,-0.21727104991377302,0.46624501617811903,3.7108983615279634,1.0
Q92664,GTF3A,GTF3A,Cluster_4,0.34751151074185815,1.0708594219060514,3.7095105158688657,1.0
Q9NZV5,SELENON,SELENON,Cluster_4,-0.1956802952327943,0.4415499143543015,3.705361226098265,1.0
Q13127,REST,REST,Cluster_4,0.0125777165171613,0.7591821086585855,3.690923093094286,1.0
Q8IX21,SLF2,SLF2,Cluster_4,-0.2266305370051635,0.6138426130510913,3.6770582979201913,1.0
Q58FG1,,Q58FG1,Cluster_4,0.07459921265912964,0.6208875804870971,3.67572081723193,1.0
Q9BX70,BTBD2,BTBD2,Cluster_4,-0.05721640712200427,0.5957081688397683,3.666262073488204,1.0
P02671,FGA,FGA,Cluster_4,-0.03882881262002069,0.4780369605562915,3.661900852666676,1.0
Q6P5Z2,PKN3,PKN3,Cluster_4,-0.245227475473517,0.7857208494679335,3.660977697903711,1.0
Q9BWG4,SSBP4,SSBP4,Cluster_4,-0.2526483474759229,0.5154138313397627,3.659418368739431,1.0
Q96EX3,DYNC2I2,DYNC2I2,Cluster_4,-0.36446670869977377,0.7586522989721155,3.646788958060069,1.0
Q86VP3,PACS2,PACS2,Cluster_4,-0.07959629841451439,0.4642635256336665,3.646357196800921,1.0
Q53HV7,SMUG1,SMUG1,Cluster_4,0.36713572983365594,0.5089523318758218,3.6437772242421698,1.0
Q9H869,YY1AP1,YY1AP1,Cluster_4,-0.30978235659855663,0.6292305450347268,3.641965412571031,1.0
P50150,GNG4,GNG4,Cluster_4,-0.3351903661149547,0.5723799774627739,3.640283337953752,1.0
Q9NS18,GLRX2,GLRX2,Cluster_4,-0.1217923204025298,0.43515287218508997,3.633035657499104,1.0
Q8IVB5,LIX1L,LIX1L,Cluster_4,-0.018013781244685216,0.7284810613493711,3.628870098737597,1.0
P00738,HP,HP,Cluster_4,-0.1960136846460522,0.4980037729826795,3.6259946896327193,1.0
Q9UK97,FBXO9,FBXO9,Cluster_4,-0.3938080797486773,0.6478317824361479,3.624251998030241,1.0
P04818,TYMS,TYMS,Cluster_4,-0.35450567751661083,0.5848888510664054,3.6241719722988144,1.0
Q8WTW4,NPRL2,NPRL2,Cluster_4,-0.18344270682864117,0.7201193437509985,3.620229220973204,1.0
Q8IZW8,TNS4,TNS4,Cluster_4,-0.03924924157967436,0.9589961725934021,3.606222157795475,1.0
Q92800,EZH1,EZH1,Cluster_4,-0.0778022660867926,0.7353140502295714,3.601648600167648,1.0
Q9Y2V0,CDIN1,CDIN1,Cluster_4,-0.23013071706695756,0.874841512813281,3.5987724610303093,1.0
P57086,SCAND1,SCAND1,Cluster_4,0.05651391607412383,0.5245694214371368,3.585209610086318,1.0
Q9H7S9,ZNF703,ZNF703,Cluster_4,0.19118545446591573,0.6812148080569979,3.581098200449244,1.0
P20142,PGC,PGC,Cluster_4,0.12347534222650494,0.6941130130969101,3.5770124539401387,1.0
Q96DN2,VWCE,VWCE,Cluster_4,-0.2543166741298407,0.5123205149857494,3.570800480028483,1.0
Q9HC77,CPAP,CPAP,Cluster_4,-0.39167485240608857,0.7458463739801625,3.570288507045488,1.0
Q5VV67,PPRC1,PPRC1,Cluster_4,-0.4277734339031925,0.7492232463373238,3.568411841614415,1.0
P23508,MCC,MCC,Cluster_4,-0.30103164138669697,0.7736653215106536,3.564627459938265,1.0
O15344,MID1,MID1,Cluster_4,-0.40736312019402005,0.9166589000374434,3.562317325383656,1.0
Q93073,SECISBP2L,SECISBP2L,Cluster_4,-0.5270906061750681,0.6786619861074858,3.550122426753072,1.0
Q9NZB8,MOCS1,MOCS1,Cluster_4,-0.07588375600734674,0.867261546280884,3.547453159789555,1.0
Q8N350,CBARP,CBARP,Cluster_4,-0.6244671250730827,0.7420403011430488,3.543719786622562,1.0
Q8IY31,IFT20,IFT20,Cluster_4,-0.07581496921014273,0.5007902663926934,3.542371988680248,1.0
Q2M2Z5,KIZ,KIZ,Cluster_4,-0.08680602391781538,0.5751850080123835,3.5369651643068973,1.0
Q9BS16,CENPK,CENPK,Cluster_4,-0.0316373577554673,0.5408041693151323,3.5350340733061003,1.0
Q99741,CDC6,CDC6,Cluster_4,-0.405048369591971,0.7201379761228806,3.5309043089127243,1.0
P51825,AFF1,AFF1,Cluster_4,-0.5559530863877068,0.7345785902103085,3.5264277416573915,1.0
Q9NWQ4,GPATCH2L,GPATCH2L,Cluster_4,-0.1805350055393862,0.8571253815760271,3.525831357732203,1.0
Q96A22,C11orf52,C11orf52,Cluster_4,-0.1919532200627236,0.7732752514195543,3.5156392089319226,1.0
P36269,GGT5,GGT5,Cluster_4,0.17306779827288502,0.6347142222666362,3.503989952626132,1.0
O43482,OIP5,OIP5,Cluster_4,-0.3250717593500087,0.6720488195015906,3.502606735173746,1.0
Q9HCU4,CELSR2,CELSR2,Cluster_4,0.7672050828461868,0.8505349846096146,3.501156191662403,1.0
P51606,RENBP,RENBP,Cluster_4,-0.03708402397070273,0.5765635794027633,3.490431047310945,1.0
Q5VSG8,MANEAL,MANEAL,Cluster_4,-0.3661682645193247,0.8795784145171823,3.489767489350756,1.0
Q7RTN6,STRADA,STRADA,Cluster_4,-0.25146615572803893,0.6513413087615685,3.476964220843604,1.0
P04035,HMGCR,HMGCR,Cluster_4,-0.17063707402653874,0.8100236286712561,3.475804501627014,1.0
P49715,CEBPA,CEBPA,Cluster_4,-0.2907648980809236,0.5370888608841029,3.47396240101838,1.0
Q96QE3,ATAD5,ATAD5,Cluster_4,-0.47570907610904534,0.6024502101592458,3.472272957610736,1.0
Q6BEB4,SP5,SP5,Cluster_4,-0.3618075343405064,0.5698138048405276,3.467976843465836,1.0
Q569K4,ZNF385B,ZNF385B,Cluster_4,-0.50937384978592,0.5487662215614176,3.4662666073154806,1.0
Q9P2K6,KLHL42,KLHL42,Cluster_4,-0.054676592360673376,0.6425624633689744,3.4656314672924697,1.0
Q8WUX2,CHAC2,CHAC2,Cluster_4,-0.05263430474947711,0.5994987111922236,3.464195871651466,1.0
Q9UKL3,CASP8AP2,CASP8AP2,Cluster_4,-0.42308639586395735,0.6079761911211354,3.462599340512659,1.0
Q9P2B7,CFAP97,CFAP97,Cluster_4,-0.32098778080411433,0.6773051949333868,3.460911109198584,1.0
Q9NWH2,TMEM242,TMEM242,Cluster_4,-0.15947802201890815,0.8103485900913743,3.453690514257442,1.0
P52746,ZNF142,ZNF142,Cluster_4,-0.5860670941750796,0.9499450621739441,3.44927530420083,1.0
Q9HB09,BCL2L12,BCL2L12,Cluster_4,-0.25555727321653054,0.6399795588215943,3.4465783789659064,1.0
Q8TAP9,MPLKIP,MPLKIP,Cluster_4,-0.3872183890152443,0.41801479705342315,3.439278750935824,1.0
Q9HAW4,CLSPN,CLSPN,Cluster_4,-0.3178071946735191,0.7025926798252661,3.438484025354269,1.0
O43309,ZSCAN12,ZSCAN12,Cluster_4,-0.09074162926712077,0.6075340629361418,3.435402906096068,1.0
Q9H1C4,UNC93B1,UNC93B1,Cluster_4,-0.39166668128015175,0.514491923196869,3.434534396671758,1.0
Q9Y4K3,TRAF6,TRAF6,Cluster_4,-0.057837224422559036,0.4138482993576813,3.433124753636651,1.0
P17900,GM2A,GM2A,Cluster_4,-0.0909831905088489,0.452409640012169,3.4285175475886582,1.0
Q9NVV5,AIG1,AIG1,Cluster_4,0.12060206592347844,0.6026104475934221,3.4282536604981697,1.0
Q9Y576,ASB1,ASB1,Cluster_4,0.03246435889116459,0.6143546530062376,3.428043482627693,1.0
P52333,JAK3,JAK3,Cluster_4,-0.1348141603520765,0.6362521813732298,3.4251853417760803,1.0
O95415,BRI3,BRI3,Cluster_4,-0.15296965815878116,0.5836511535936011,3.4243313484403224,1.0
Q86UD0,SAPCD2,SAPCD2,Cluster_4,-0.2460406499686505,0.6306002819457192,3.4176188322305023,1.0
Q9P0K8,FOXJ2,FOXJ2,Cluster_4,-0.19298573316975157,0.6877614495783531,3.4175605098735584,1.0
Q15973,ZNF124,ZNF124,Cluster_4,-0.25219539156012843,0.7785475497394286,3.416459181527383,1.0
Q9NS93,TM7SF3,TM7SF3,Cluster_4,0.3756219455588904,0.541331166135425,3.413924838643368,1.0
Q9Y2B5,VPS9D1,VPS9D1,Cluster_4,-0.0335425651527675,0.5966459022017064,3.413333810136581,1.0
Q96NB1,CEP20,CEP20,Cluster_4,-0.20993732044389204,0.7206291996818479,3.41286866405539,1.0
Q14679,TTLL4,TTLL4,Cluster_4,-0.28166050203896137,0.7968030629001706,3.4128667435238373,1.0
Q969T3,SNX21,SNX21,Cluster_4,0.06513976783364157,0.4812402651265891,3.4088870754530944,1.0
Q96S38,RPS6KC1,RPS6KC1,Cluster_4,-0.10700499854577146,0.5773879572402981,3.407841621686771,1.0
Q9NXF8,ZDHHC7,ZDHHC7,Cluster_4,0.2910875937027395,0.6536947435301682,3.4030308054747014,1.0
P61927,RPL37,RPL37,Cluster_4,-0.4984624375770862,0.7042494022529696,3.398591127985332,1.0
P49796,RGS3,RGS3,Cluster_4,-0.445635554356522,0.6709230659258709,3.392448974740254,1.0
O15417,TNRC18,TNRC18,Cluster_4,-0.8972444778856079,0.6379687199888204,3.3762387718551903,1.0
Q8WWT9,SLC13A3,SLC13A3,Cluster_4,0.0685726724314504,0.6252973887279141,3.3714192905097846,1.0
P41162,ETV3,ETV3,Cluster_4,0.05678855117036626,0.49359924626812646,3.3690401890071424,1.0
Q16667,CDKN3,CDKN3,Cluster_4,-0.26526843571598624,0.9089648959958423,3.363706860515043,1.0
Q5VSY0,GKAP1,GKAP1,Cluster_4,-0.4062075165090463,0.43411465003992067,3.3606853444567246,1.0
Q9BR77,CCDC77,CCDC77,Cluster_4,-0.3305427369871999,0.7251590783129703,3.357317784924076,1.0
Q8N441,FGFRL1,FGFRL1,Cluster_4,-0.10559227073822136,0.660126241260718,3.356525362440374,1.0
Q8IYA6,CKAP2L,CKAP2L,Cluster_4,-0.34216881296425394,0.4909994158168015,3.352427508971468,1.0
O95149,SNUPN,SNUPN,Cluster_4,-0.20746318232900846,0.5214400489643036,3.3367898741467563,1.0
Q9UI43,MRM2,MRM2,Cluster_4,-0.16270248879326007,0.4841381477259773,3.3325273602103174,1.0
Q6NUS6,TCTN3,TCTN3,Cluster_4,-0.6904083895590215,0.7693718790239812,3.330315362491333,1.0
Q58FG0,,Q58FG0,Cluster_4,0.04797879256708901,0.5284446723383582,3.3296354383697206,1.0
Q6PJ61,FBXO46,FBXO46,Cluster_4,0.10327596980374307,0.6557774350211438,3.32594402850836,1.0
P61165,TMEM258,TMEM258,Cluster_4,-0.37107614798432453,0.6584326613225988,3.322238928608087,1.0
Q8IXZ2,ZC3H3,ZC3H3,Cluster_4,-0.23597282003971445,0.5912865666644688,3.3126810941929694,1.0
Q5XUX0,FBXO31,FBXO31,Cluster_4,-0.315120575411915,0.8978819141212478,3.309648905411853,1.0
Q5JTW2,CEP78,CEP78,Cluster_4,-0.23847954065915042,0.5544915714238623,3.3089807162252747,1.0
Q9C035,TRIM5,TRIM5,Cluster_4,-0.10749945103268335,0.5253317728409346,3.2982860140558774,1.0
Q9NZJ0,DTL,DTL,Cluster_4,-0.3438634530581307,0.6210116626211376,3.294508668963001,1.0
Q9Y592,CEP83,CEP83,Cluster_4,-0.32187317815068917,0.5543122420885515,3.293056585431064,1.0
Q6PK04,CCDC137,CCDC137,Cluster_4,-0.3268170995651056,0.43045758486777913,3.2917853579533336,1.0
Q14674,ESPL1,ESPL1,Cluster_4,-0.38383416472154686,0.6696250530019874,3.2898162990029167,1.0
Q8IWK6,ADGRA3,ADGRA3,Cluster_4,0.15490338325903813,0.5294217066849093,3.2897609688336704,1.0
Q9NPE2,NGRN,NGRN,Cluster_4,-0.13905531272214333,0.4553343068715465,3.282721044612888,1.0
P0C870,JMJD7,JMJD7,Cluster_4,0.01175371475641861,0.5187862895175964,3.2795638529089484,1.0
Q8N5Z0,AADAT,AADAT,Cluster_4,-0.3387604677040243,0.5184788073563682,3.277962048546465,1.0
Q5M7Z0,RNFT1,RNFT1,Cluster_4,0.056406953988316307,0.47716890118394617,3.276608242517778,1.0
Q96DE5,ANAPC16,ANAPC16,Cluster_4,-0.1307146251771219,0.5055782063927589,3.274684297153112,1.0
P15923,TCF3,TCF3,Cluster_4,-0.19070013810173542,0.640724192115805,3.27447630098089,1.0
O15304,SIVA1,SIVA1,Cluster_4,-0.3786275746082484,1.0756827328325078,3.270126447553535,1.0
Q9NVP2,ASF1B,ASF1B,Cluster_4,-0.2095498098484859,0.5652124662921626,3.268132966520273,1.0
Q0VG06,FAAP100,FAAP100,Cluster_4,-0.15268889681720316,0.5003415782876859,3.257794722181057,1.0
Q8NFU5,IPMK,IPMK,Cluster_4,-0.019674276535206633,0.5613138855493816,3.257481859586166,1.0
Q969R8,ITFG2,ITFG2,Cluster_4,0.4457827065396952,0.5750168592019667,3.255410230910872,1.0
Q16790,CA9,CA9,Cluster_4,-0.021540498409082984,0.7092551116728104,3.253052623773863,1.0
Q99941,ATF6B,ATF6B,Cluster_4,-0.10241404877639694,0.49467759029182745,3.252486985242747,1.0
Q8IWF2,FOXRED2,FOXRED2,Cluster_4,-0.23291119441236313,0.40555073791523344,3.2524106448109613,1.0
Q5TGY3,AHDC1,AHDC1,Cluster_4,-0.44025321305090903,0.48434588934929884,3.2506128636685023,1.0
Q5T6C5,ATXN7L2,ATXN7L2,Cluster_4,-0.34682419977612905,0.5521635629308266,3.249057626452005,1.0
Q96Q42,ALS2,ALS2,Cluster_4,0.7908034424752418,0.9224652850774027,3.2452606022492887,1.0
Q96S19,METTL26,METTL26,Cluster_4,-0.09803529516865261,0.37405702956817627,3.2434358577905904,1.0
O95864,FADS2,FADS2,Cluster_4,-0.10827176343945663,0.5670365246238298,3.239697500785091,1.0
A1L020,MEX3A,MEX3A,Cluster_4,-0.2183398795067069,0.6318696886452818,3.2304283595909133,1.0
Q96LA8,PRMT6,PRMT6,Cluster_4,0.13957468254890543,0.4535735876958124,3.2296765193261283,1.0
Q9BW04,C1orf116,C1orf116,Cluster_4,0.4781019965398862,0.5935241296059276,3.228833467314092,1.0
Q9P0S2,COX16,COX16,Cluster_4,0.007205766073400961,0.6199203893847248,3.2283020233953934,1.0
