protein,gene_symbol,display_label,cluster,mean_value,sd_value,max_abs_value,non_na_fraction
O43505,B4GAT1,B4GAT1,Cluster_6,-0.08813822632377473,0.3396535710808457,1.493753116041738,1.0
Q96IG2,FBXL20,FBXL20,Cluster_6,0.4502829350794992,0.4625290284479595,1.4937174796829922,1.0
Q9NQZ7,ENTPD7,ENTPD7,Cluster_6,-0.011397039387980108,0.6197703295840699,1.4876328198420534,1.0
Q9NY12,GAR1,GAR1,Cluster_6,-0.09179055290050261,0.2314269932589771,1.4863933397767717,1.0
Q8N4Q1,CHCHD4,CHCHD4,Cluster_6,-0.4458603167671148,0.2871512374038299,1.4812778638074242,1.0
Q9NX18,SDHAF2,SDHAF2,Cluster_6,-0.22207873709536552,0.41644786516021554,1.4786114913394748,1.0
B1AK53,ESPN,ESPN,Cluster_6,0.05828496858554309,0.32077922610118415,1.4777415335262027,1.0
Q9NR19,ACSS2,ACSS2,Cluster_6,0.1822000697413155,0.38231126045097014,1.474115265241409,1.0
Q86U17,SERPINA11,SERPINA11,Cluster_6,-0.09999248837203008,0.4950691431899632,1.4711295353778766,1.0
Q86XX4,FRAS1,FRAS1,Cluster_6,0.04823453627502029,0.25684100447854696,1.470673665551402,1.0
P36894,BMPR1A,BMPR1A,Cluster_6,0.05425475906070112,0.3630053992308435,1.4689928393841,1.0
Q9UDY4,DNAJB4,DNAJB4,Cluster_6,0.05873944212585506,0.23186074379748967,1.461899633702231,1.0
P25815,S100P,S100P,Cluster_6,0.08169701871766226,0.22149394499036731,1.4604179618100694,1.0
Q8NBZ7,UXS1,UXS1,Cluster_6,0.09328111507885906,0.27611855055710394,1.4574603933297396,1.0
Q9Y6M5,SLC30A1,SLC30A1,Cluster_6,0.12762466508990183,0.265939631037587,1.4574181046043293,1.0
O43169,CYB5B,CYB5B,Cluster_6,0.0598985128111266,0.20814012763232395,1.4572950212964884,1.0
Q15125,EBP,EBP,Cluster_6,0.07935169019885753,0.28939690011212116,1.4563935800164105,1.0
P0C0L4,C4A,C4A,Cluster_6,0.005101476981741157,0.2583906638696054,1.447146012060205,1.0
Q9UFG5,C19orf25,C19orf25,Cluster_6,-0.15116463672760694,0.38008119564377135,1.4458378528672924,1.0
P37173,TGFBR2,TGFBR2,Cluster_6,0.13396271540574875,0.3726934791745529,1.435390712791893,1.0
P56181,NDUFV3,NDUFV3,Cluster_6,-0.2623138230432185,0.3699943247972385,1.4336437768046937,1.0
Q9C005,DPY30,DPY30,Cluster_6,0.16286304593489878,0.29627238974840486,1.4255991418350291,1.0
Q3SY69,ALDH1L2,ALDH1L2,Cluster_6,0.1451272137040946,0.29306401128719656,1.421962016401814,1.0
P04114,APOB,APOB,Cluster_6,-0.0024021257801033805,0.34075276694416995,1.4180816076848686,1.0
P84101,SERF2,SERF2,Cluster_6,-0.3907896111711829,0.3614452837716139,1.41694672533335,1.0
Q9UI14,RABAC1,RABAC1,Cluster_6,0.20035657489364897,0.2606487642862574,1.415057479910697,1.0
P35580,MYH10,MYH10,Cluster_6,0.029465963002020475,0.3906457624023556,1.411355599793854,1.0
P55061,TMBIM6,TMBIM6,Cluster_6,0.19054074215598746,0.24638915644727424,1.4083562990253355,1.0
Q01581,HMGCS1,HMGCS1,Cluster_6,0.05725145930886814,0.3651578070069755,1.4063522085203175,1.0
O14880,MGST3,MGST3,Cluster_6,0.1194734009029229,0.23254547965441974,1.405126049552564,1.0
Q10589,BST2,BST2,Cluster_6,0.07106661996992224,0.27750703625266787,1.403898740554304,1.0
Q15035,TRAM2,TRAM2,Cluster_6,-0.04126949803679985,0.2995916582070977,1.4036505242280413,1.0
P13674,P4HA1,P4HA1,Cluster_6,0.15335687957701052,0.20064615800037705,1.4017256343067397,1.0
Q13137,CALCOCO2,CALCOCO2,Cluster_6,0.2855937121305892,0.3280448247666183,1.4010583964742302,1.0
P51797,CLCN6,CLCN6,Cluster_6,0.25958202495973487,0.33541056958718163,1.3962208875194193,1.0
Q8TCU4,ALMS1,ALMS1,Cluster_6,0.00536699580772507,0.3764045691595575,1.3953871584067556,1.0
Q53ET0,CRTC2,CRTC2,Cluster_6,-0.0037326361112905615,0.5520805605728517,1.3952746771485174,1.0
P48723,HSPA13,HSPA13,Cluster_6,0.17471889572085003,0.25848446436378364,1.3891376528278307,1.0
Q32NC0,RMP24,RMP24,Cluster_6,-0.37161791098591535,0.42938557653314463,1.3801672271324217,1.0
Q9NNW7,TXNRD2,TXNRD2,Cluster_6,0.1295594514074802,0.24114795751931173,1.3755757243535172,1.0
Q2TB90,HKDC1,HKDC1,Cluster_6,0.0622482227792711,0.25485972529158035,1.3747392723153844,1.0
Q6RW13,AGTRAP,AGTRAP,Cluster_6,-0.040267482547422774,0.23651601274224024,1.3729228370469642,1.0
P14209,CD99,CD99,Cluster_6,-0.03948429743723039,0.21119527379463016,1.3708266517339638,1.0
Q9H1B5,XYLT2,XYLT2,Cluster_6,-0.22813622296247899,0.38366256054561926,1.370448500607406,1.0
Q5ZPR3,CD276,CD276,Cluster_6,0.2013521848100655,0.2483718587650283,1.3675478042501048,1.0
Q9BVS5,TRMT61B,TRMT61B,Cluster_6,0.023383286606948987,0.20206081125079484,1.365658920868814,1.0
O76095,JTB,JTB,Cluster_6,0.08723011604796806,0.2725956558855151,1.3648404363583708,1.0
P21912,SDHB,SDHB,Cluster_6,0.0711666174084979,0.20695907873196603,1.3645944775041912,1.0
P40189,IL6ST,IL6ST,Cluster_6,0.21017496129327973,0.3736346296243621,1.364369628832577,1.0
P14854,COX6B1,COX6B1,Cluster_6,-0.14447815348566945,0.2518136475707309,1.3635767339249083,1.0
Q2TAZ0,ATG2A,ATG2A,Cluster_6,0.02778672615360774,0.33210486307944903,1.363203948070879,1.0
Q9BUF7,CRB3,CRB3,Cluster_6,0.14665415131411302,0.2671388385743801,1.3630685756855954,1.0
Q9UM54,MYO6,MYO6,Cluster_6,0.010866565635395039,0.21419314019070812,1.3621861769957349,1.0
O43181,NDUFS4,NDUFS4,Cluster_6,-0.0009745767733976187,0.20761496909602892,1.3612847983003178,1.0
Q13332,PTPRS,PTPRS,Cluster_6,0.10842333146903438,0.30000248508468863,1.3606609443691902,1.0
P09622,DLD,DLD,Cluster_6,0.08235059929076845,0.20298732270171652,1.3595197906269585,1.0
P05107,ITGB2,ITGB2,Cluster_6,-0.2003601253801504,0.338593965266855,1.357886525771427,1.0
Q92896,GLG1,GLG1,Cluster_6,0.10355032102121586,0.2339447419800384,1.3523830626938391,1.0
Q63HQ0,AP1AR,AP1AR,Cluster_6,0.17334821403027093,0.36213719873379974,1.350480825394765,1.0
P04439,HLA-A,HLA-A,Cluster_6,0.12246785301101598,0.22710105507877607,1.3492702870324962,1.0
P05362,ICAM1,ICAM1,Cluster_6,0.13098110606919933,0.20621642920267913,1.3482892673516034,1.0
Q08380,LGALS3BP,LGALS3BP,Cluster_6,0.07906293205272077,0.20558857375950165,1.346765900668128,1.0
Q96RD7,PANX1,PANX1,Cluster_6,-0.21701104805260543,0.35485637875377357,1.344271000140102,1.0
P30825,SLC7A1,SLC7A1,Cluster_6,0.21865821697466253,0.2556452824546727,1.3400572426063029,1.0
P35579,MYH9,MYH9,Cluster_6,-0.012397567855675279,0.4491367171270373,1.3365971060330004,1.0
P04733,MT1F,MT1F,Cluster_6,-0.07063197940170023,0.29358669715145147,1.3331612762531613,1.0
P62745,RHOB,RHOB,Cluster_6,0.12914545778919637,0.24886625533809406,1.3314670273021214,1.0
Q9NX57,RAB20,RAB20,Cluster_6,0.009980004330743227,0.2584091291411527,1.3306448097523145,1.0
Q11201,ST3GAL1,ST3GAL1,Cluster_6,0.19166686834993682,0.34178027209844253,1.3299639820282572,1.0
Q9BW72,HIGD2A,HIGD2A,Cluster_6,-0.06903347201829642,0.2603159177760068,1.3289523272872827,1.0
P11169,SLC2A3,SLC2A3,Cluster_6,0.14210325232868357,0.20612043660956017,1.3288326281915133,1.0
Q7Z406,MYH14,MYH14,Cluster_6,-0.010665019857039073,0.2372793374595,1.3256491803815609,1.0
P51659,HSD17B4,HSD17B4,Cluster_6,0.053433728222498776,0.20023611570032068,1.325379003976508,1.0
Q96EF6,FBXO17,FBXO17,Cluster_6,-0.019687849874682757,0.2532178671459733,1.324713503572973,1.0
P33908,MAN1A1,MAN1A1,Cluster_6,0.003692288971201856,0.24111209580152243,1.324542635102084,1.0
P11717,IGF2R,IGF2R,Cluster_6,0.10714101408701043,0.20767055069076906,1.319498623266405,1.0
P61018,RAB4B,RAB4B,Cluster_6,0.08581058766473701,0.44369219106283847,1.3180144948226875,1.0
Q14451,GRB7,GRB7,Cluster_6,-0.09447993515065814,0.2892221841904042,1.3156993701882271,1.0
Q9UM00,TMCO1,TMCO1,Cluster_6,-0.15232783943889006,0.2608964075250669,1.3136854053350255,1.0
Q08495,DMTN,DMTN,Cluster_6,0.17672378399414532,0.219084876005001,1.313058035557578,1.0
P08243,ASNS,ASNS,Cluster_6,0.14677586133326326,0.23116470816880877,1.308528907168359,1.0
Q9Y624,F11R,F11R,Cluster_6,0.1959381562964827,0.24645246684440827,1.3070846972381285,1.0
Q9NW97,TMEM51,TMEM51,Cluster_6,0.20474173294618292,0.26669400344779715,1.3051523409042645,1.0
P07148,FABP1,FABP1,Cluster_6,0.15105089355151405,0.31092310702508613,1.3046935812853313,1.0
Q6ZUX7,LHFPL2,LHFPL2,Cluster_6,0.1149596341121071,0.25977172867286474,1.3037410612308251,1.0
Q9NYM9,BET1L,BET1L,Cluster_6,0.0011594039042220488,0.2031310254959556,1.302301373542278,1.0
Q92673,SORL1,SORL1,Cluster_6,0.2272207411708355,0.2745299996040414,1.3002069266437246,1.0
P55809,OXCT1,OXCT1,Cluster_6,0.08287317983345936,0.25776168227657464,1.2996056974844663,1.0
O95573,ACSL3,ACSL3,Cluster_6,0.16079250753170696,0.24028113314358607,1.2942850697029442,1.0
Q9BTV4,TMEM43,TMEM43,Cluster_6,0.08329934243289022,0.2051237887867028,1.2905911036045057,1.0
Q969Q0,RPL36AL,RPL36AL,Cluster_6,-0.31887595157405235,0.38227610256398603,1.2905149332194696,1.0
O95169,NDUFB8,NDUFB8,Cluster_6,0.004999932392986609,0.251935237783963,1.2876696631418874,1.0
Q96MX0,CMTM3,CMTM3,Cluster_6,-0.2497967031976724,0.23606722162233854,1.2855177816415058,1.0
O95298,NDUFC2,NDUFC2,Cluster_6,0.0913221860623996,0.20021721186653582,1.283569456728916,1.0
Q9H2H9,SLC38A1,SLC38A1,Cluster_6,0.04488618759999065,0.3055411347008025,1.28218369534779,1.0
P04040,CAT,CAT,Cluster_6,-0.15030784606529415,0.23122899049288126,1.2759798176573869,1.0
O00560,SDCBP,SDCBP,Cluster_6,0.14594579583124745,0.2445605404382458,1.2730856013531415,1.0
O75164,KDM4A,KDM4A,Cluster_6,0.05864846735166889,0.28698747199945496,1.2713788668058967,1.0
Q8NDZ4,DIPK2A,DIPK2A,Cluster_6,0.10805843977237203,0.23627276514385812,1.270830765455358,1.0
O43731,KDELR3,KDELR3,Cluster_6,0.0717720140876953,0.28405638238030045,1.2707953756268573,1.0
Q16881,TXNRD1,TXNRD1,Cluster_6,0.06584788504553536,0.22833385678363818,1.266241069062481,1.0
Q658P3,STEAP3,STEAP3,Cluster_6,-0.07956896548016991,0.20846183920399752,1.2623621886032446,1.0
Q969S3,ZNF622,ZNF622,Cluster_6,0.028443715278666848,0.22635004160663566,1.2620643200418264,1.0
P98155,VLDLR,VLDLR,Cluster_6,0.24862409261327673,0.21844780863667773,1.258986355254372,1.0
Q8WW59,SPRYD4,SPRYD4,Cluster_6,0.02570940610685751,0.21603700312208607,1.256840608147737,1.0
Q16625,OCLN,OCLN,Cluster_6,0.18414130600030973,0.24557745979179496,1.255963491452352,1.0
Q86SQ4,ADGRG6,ADGRG6,Cluster_6,0.16665058680556813,0.3268788372011456,1.2557944205017757,1.0
P04920,SLC4A2,SLC4A2,Cluster_6,0.03208952434128996,0.2871229029850413,1.2522157933548463,1.0
O14817,TSPAN4,TSPAN4,Cluster_6,0.05924503982815072,0.2459479194853001,1.2500474336920675,1.0
Q8N131,TMEM123,TMEM123,Cluster_6,0.14598203144789193,0.2862309463329927,1.2467858688915283,1.0
O14949,UQCRQ,UQCRQ,Cluster_6,-0.03197614386305358,0.2095515903509719,1.2445766747487212,1.0
O60218,AKR1B10,AKR1B10,Cluster_6,-0.004951139430647857,0.21416650357006553,1.243493284935468,1.0
Q8WVI0,UQCC5,UQCC5,Cluster_6,-0.04110040002836545,0.2317408916034388,1.242161091099426,1.0
Q06547,GABPB1,GABPB1,Cluster_6,-0.048525057452560826,0.20003930969831196,1.238789963511934,1.0
P06681,C2,C2,Cluster_6,-0.007039340385548152,0.22855623352422583,1.2361506247254148,1.0
P0DPI2,GATD3,GATD3,Cluster_6,-0.10756773790954129,0.2663242385294334,1.235990149971563,1.0
Q9NTN9,SEMA4G,SEMA4G,Cluster_6,0.020064000556536954,0.21271658910058686,1.235323441041576,1.0
Q9H300,PARL,PARL,Cluster_6,0.06391064794321512,0.2169160035366344,1.2340769551772863,1.0
Q969X1,TMBIM1,TMBIM1,Cluster_6,0.12145742806584561,0.2551762112849451,1.2318394562977524,1.0
Q9Y6N1,COX11,COX11,Cluster_6,-0.07454225574620343,0.2041582807723317,1.2304109047904284,1.0
O60637,TSPAN3,TSPAN3,Cluster_6,-0.02472419976936952,0.3001020576567917,1.2214379750437878,1.0
P15291,B4GALT1,B4GALT1,Cluster_6,0.09284806572048938,0.20483661304771694,1.2195938617583302,1.0
P52758,RIDA,RIDA,Cluster_6,-0.22451452788272777,0.2766402626692231,1.2195395312274115,1.0
O76062,TM7SF2,TM7SF2,Cluster_6,-0.1101136928295166,0.3812841734322951,1.2193464438254296,1.0
Q969Z3,MTARC2,MTARC2,Cluster_6,0.029316779122322136,0.3017847309134095,1.214392252495042,1.0
Q9NR56,MBNL1,MBNL1,Cluster_6,0.13577694283766448,0.2232962509398141,1.2127028246027436,1.0
Q9UK76,JPT1,JPT1,Cluster_6,0.11524004878312084,0.2479931340363355,1.2120698159536545,1.0
P04179,SOD2,SOD2,Cluster_6,0.005610799160849646,0.23379398094577014,1.2100131751021337,1.0
Q92968,PEX13,PEX13,Cluster_6,0.10683561521102906,0.22885638663491117,1.2064315503358465,1.0
P46783,RPS10,RPS10,Cluster_6,-0.148818441005292,0.20086570133744494,1.204025493342165,1.0
Q92581,SLC9A6,SLC9A6,Cluster_6,-0.013783705523118151,0.2384153104078415,1.204024792332973,1.0
P13667,PDIA4,PDIA4,Cluster_6,0.10940466527862035,0.20613862313447864,1.1975021235562089,1.0
Q8NC56,LEMD2,LEMD2,Cluster_6,0.07381871528567917,0.2076228046599686,1.1974519536676134,1.0
Q9UGQ3,SLC2A6,SLC2A6,Cluster_6,0.1801641628424172,0.3123990587686156,1.1948928671766694,1.0
Q9H0N5,PCBD2,PCBD2,Cluster_6,0.0757514095914482,0.3863707101816999,1.1914075654566645,1.0
P35914,HMGCL,HMGCL,Cluster_6,0.15810851163249878,0.2138061063361631,1.190917944196357,1.0
P03891,MT-ND2,MT-ND2,Cluster_6,-0.03238175185351439,0.2243536823769178,1.187267521978395,1.0
P33947,KDELR2,KDELR2,Cluster_6,-0.14868303410976946,0.31546921710321874,1.1867830006156588,1.0
Q9BXV9,GON7,GON7,Cluster_6,-0.15270073499249942,0.21185190223840386,1.185711968876582,1.0
P23497,SP100,SP100,Cluster_6,-0.25742396066296863,0.3558118820495968,1.1827662579289466,1.0
P10321,HLA-C,HLA-C,Cluster_6,0.06812126852539063,0.21417986422027957,1.1784732882717606,1.0
O14672,ADAM10,ADAM10,Cluster_6,0.11273163003514829,0.20841886991318723,1.177025670859436,1.0
O96008,TOMM40,TOMM40,Cluster_6,0.008926975728455504,0.20662386648858266,1.1766391488448384,1.0
P27105,STOM,STOM,Cluster_6,0.2165429505457801,0.3090223392824372,1.1754404718996057,1.0
Q99624,SLC38A3,SLC38A3,Cluster_6,0.19701839005491945,0.2873537232643237,1.175295884997027,1.0
Q8NCS4,TMEM35B,TMEM35B,Cluster_6,0.17877751489630112,0.2748395026181681,1.1736048243059507,1.0
Q9UBM7,DHCR7,DHCR7,Cluster_6,0.10656922030168872,0.31119605476446893,1.1717067049370762,1.0
P55899,FCGRT,FCGRT,Cluster_6,0.09298722215368471,0.23790051970434087,1.1685863134310246,1.0
O14521,SDHD,SDHD,Cluster_6,-0.1581284000783472,0.3271936676019949,1.1669704860934331,1.0
Q13907,IDI1,IDI1,Cluster_6,0.12986025081486302,0.31229583665671223,1.1665702073712154,1.0
Q92466,DDB2,DDB2,Cluster_6,-0.23219566534760094,0.20573428942852318,1.157281137077046,1.0
O15440,ABCC5,ABCC5,Cluster_6,-0.006837345201711115,0.201032710725191,1.154007497610408,1.0
Q8NG11,TSPAN14,TSPAN14,Cluster_6,0.26067405279789124,0.2162048155366734,1.1495792950961563,1.0
Q13268,DHRS2,DHRS2,Cluster_6,-0.07209170231028697,0.20799539329071792,1.1460786155259584,1.0
Q6P5W5,SLC39A4,SLC39A4,Cluster_6,0.1837919701861031,0.3109865311650769,1.145393180524426,1.0
P63027,VAMP2,VAMP2,Cluster_6,0.10081284338245142,0.2795188169356842,1.1441476006578313,1.0
Q9Y6A9,SPCS1,SPCS1,Cluster_6,-0.3023934878753161,0.26523662544248533,1.1419338544986068,1.0
Q8N4Z0,RAB42,RAB42,Cluster_6,0.3761515266584738,0.30635060417458115,1.141878785164085,1.0
Q92887,ABCC2,ABCC2,Cluster_6,0.1024659606553225,0.2176616382719557,1.141005995271641,1.0
Q5W0Z9,ZDHHC20,ZDHHC20,Cluster_6,0.2567722763819875,0.24583143667276566,1.1400788516649776,1.0
Q13228,SELENBP1,SELENBP1,Cluster_6,0.007291759796325934,0.20957311524169972,1.138449707908073,1.0
P62072,TIMM10,TIMM10,Cluster_6,-0.13542647281848508,0.215131128019917,1.1368182892743306,1.0
Q96EY8,MMAB,MMAB,Cluster_6,0.04727890801959153,0.271967502495526,1.136541037586614,1.0
O95363,FARS2,FARS2,Cluster_6,-0.1112325445554041,0.25016039124751516,1.136487813983717,1.0
P48449,LSS,LSS,Cluster_6,0.14894261890707453,0.27712828876939816,1.1357391066776297,1.0
Q9H6P5,TASP1,TASP1,Cluster_6,0.23533534069738782,0.3761307888813391,1.135525169174862,1.0
Q12999,TSPAN31,TSPAN31,Cluster_6,0.3324705293177964,0.24516628510826993,1.1319236255702556,1.0
Q14061,COX17,COX17,Cluster_6,-0.04979618645482062,0.2477306065000365,1.1262889187277807,1.0
P22455,FGFR4,FGFR4,Cluster_6,0.034140628618703456,0.3003205603120004,1.1260684246660162,1.0
O43657,TSPAN6,TSPAN6,Cluster_6,-0.16682711328766547,0.2724243169141379,1.125646926425798,1.0
O75387,SLC43A1,SLC43A1,Cluster_6,0.12498769330782501,0.214706298249361,1.120037177427342,1.0
Q03426,MVK,MVK,Cluster_6,0.04954055168152566,0.28960440413700606,1.114010682352216,1.0
Q15262,PTPRK,PTPRK,Cluster_6,0.10567199371482658,0.22165859078469696,1.111919877889214,1.0
P23458,JAK1,JAK1,Cluster_6,0.11215477852861878,0.24466040322083135,1.1104864203634648,1.0
Q86UB9,TMEM135,TMEM135,Cluster_6,-0.06870976662358522,0.23152730115655723,1.1104460215513043,1.0
Q10472,GALNT1,GALNT1,Cluster_6,-0.032085693235269205,0.20672338147704244,1.10030924786912,1.0
P06748,NPM1,NPM1,Cluster_6,-0.1737422972484542,0.23841351635321562,1.0996763677020986,1.0
Q9Y3D5,MRPS18C,MRPS18C,Cluster_6,-0.05434929325034118,0.23280841584049908,1.098962873070949,1.0
Q9BU23,LMF2,LMF2,Cluster_6,-0.007093917142081203,0.22769557672119267,1.0958558809585135,1.0
Q02252,ALDH6A1,ALDH6A1,Cluster_6,0.1018003051951589,0.2111363442703034,1.0953955072147077,1.0
A8MWD9,,A8MWD9,Cluster_6,-0.11870367189389995,0.20051958044340584,1.0912580546066302,1.0
Q9Y672,ALG6,ALG6,Cluster_6,-0.16064848405994364,0.29576283542738685,1.0886230933276018,1.0
P11217,PYGM,PYGM,Cluster_6,-0.06537209019170626,0.34220112104125155,1.0883800893910127,1.0
Q9Y2S6,TMA7,TMA7,Cluster_6,-0.03916387954777901,0.21085863174735214,1.0821887867658404,1.0
P43007,SLC1A4,SLC1A4,Cluster_6,0.07636754604908272,0.2357152570049452,1.079708039313008,1.0
Q9HCE7,SMURF1,SMURF1,Cluster_6,-0.10370777175843282,0.41381964675659466,1.078561085215803,1.0
Q9NXS2,QPCTL,QPCTL,Cluster_6,0.03274769199730956,0.21680451197345552,1.0743850241287376,1.0
Q9BVK8,TMEM147,TMEM147,Cluster_6,-0.07768185173216129,0.20975808102199017,1.0739461278173366,1.0
Q9NRP0,OSTC,OSTC,Cluster_6,-0.2516296461897636,0.307790864808945,1.0722528897899757,1.0
P41250,GARS1,GARS1,Cluster_6,0.16800135982515033,0.21406839038623343,1.0717438359702136,1.0
O14657,TOR1B,TOR1B,Cluster_6,0.02557313322077263,0.2037247029543978,1.0658985214865735,1.0
P52895,AKR1C2,AKR1C2,Cluster_6,0.02350589407867303,0.22081143222003358,1.0639994039698664,1.0
P15529,CD46,CD46,Cluster_6,0.12944577170444077,0.2469564408735614,1.063937553418782,1.0
P06756,ITGAV,ITGAV,Cluster_6,0.11256850792781901,0.21797903516233436,1.063795316418826,1.0
O95477,ABCA1,ABCA1,Cluster_6,0.12347923904557816,0.2014927899640118,1.0627567509018403,1.0
P14555,PLA2G2A,PLA2G2A,Cluster_6,-0.05527843448620973,0.277955020272177,1.0530429655612998,1.0
Q9UKM9,RALY,RALY,Cluster_6,0.024015151006564445,0.21036089267699576,1.052649703370232,1.0
Q96AD5,PNPLA2,PNPLA2,Cluster_6,-0.011501363816099966,0.2160252352263757,1.0513289079208723,1.0
Q9UJ14,GGT7,GGT7,Cluster_6,-0.006818666055434425,0.3065786179994556,1.050956768661191,1.0
Q9P2D0,IBTK,IBTK,Cluster_6,-0.024941661136558085,0.2545989178584946,1.0483076012894337,1.0
Q9NY35,CLDND1,CLDND1,Cluster_6,0.3883652963080694,0.36244665020854294,1.0435674427517014,1.0
Q86T03,PIP4P1,PIP4P1,Cluster_6,0.15314329119782844,0.22524854851225776,1.0413443991353866,1.0
Q9HCE0,EPG5,EPG5,Cluster_6,0.01831865428741606,0.23423558663193766,1.040348829086447,1.0
P56937,HSD17B7,HSD17B7,Cluster_6,0.05360149632870201,0.2804798964380181,1.039223516145153,1.0
O95297,MPZL1,MPZL1,Cluster_6,0.1429879110317899,0.25411365153776794,1.0326207318043643,1.0
Q8IV08,PLD3,PLD3,Cluster_6,0.12655213920462308,0.24986370561745555,1.0279364486785134,1.0
Q12866,MERTK,MERTK,Cluster_6,0.027274141640366293,0.269644959681435,1.0276923996975178,1.0
Q9UHA3,RSL24D1,RSL24D1,Cluster_6,-0.33253900982392337,0.3359501641288078,1.0242981298184084,1.0
P24928,POLR2A,POLR2A,Cluster_6,-0.040999390174039474,0.20014781279875316,1.0192390194521046,1.0
P56747,CLDN6,CLDN6,Cluster_6,0.0784133965429746,0.22107341393906196,1.0190456079706074,1.0
Q15121,PEA15,PEA15,Cluster_6,-0.10385162965926827,0.24692416913037404,1.018899687457143,1.0
Q9BQ61,TRIR,TRIR,Cluster_6,-0.03166077655718246,0.23773397571540025,1.0187171514507725,1.0
O43826,SLC37A4,SLC37A4,Cluster_6,0.008449223467465313,0.2215512099667216,1.015577411027902,1.0
Q9NZC3,GDE1,GDE1,Cluster_6,0.16009463157976386,0.21172894062757913,1.0151648391090689,1.0
Q9NV96,CDC50A,CDC50A,Cluster_6,0.14309218846290583,0.2345629046088065,1.012259622956929,1.0
Q15036,SNX17,SNX17,Cluster_6,0.07498648132791363,0.2566248691116573,1.0113899721638688,1.0
P53602,MVD,MVD,Cluster_6,0.16014643201926074,0.25932030231965925,1.0063932453348343,1.0
Q9UBF6,RNF7,RNF7,Cluster_6,-0.2931548613429267,0.2532585736941688,1.0051670428032544,1.0
P62314,SNRPD1,SNRPD1,Cluster_6,-0.13686868269204372,0.21815242779162347,1.0051595786090708,1.0
Q96FL8,SLC47A1,SLC47A1,Cluster_6,-0.015891593462180637,0.2480825008683083,1.003289360956078,1.0
Q16822,PCK2,PCK2,Cluster_6,0.09982481249240918,0.20332083154705122,0.9996637645256145,1.0
P00390,GSR,GSR,Cluster_6,-0.06153174329483979,0.2220741080948382,0.9890071177703454,1.0
P28065,PSMB9,PSMB9,Cluster_6,0.029420753204579576,0.22907438775113736,0.988965939225018,1.0
Q15170,TCEAL1,TCEAL1,Cluster_6,-0.050273491607910885,0.3126368277201234,0.9875522922978028,1.0
O75976,CPD,CPD,Cluster_6,0.08073349608128931,0.2305180990147375,0.985275136676993,1.0
Q9NWA0,MED9,MED9,Cluster_6,-0.09508680847038561,0.2595666569010386,0.9830229813628684,1.0
Q5T0D9,TPRG1L,TPRG1L,Cluster_6,-0.016307431830590184,0.2833440502878824,0.9829502008168164,1.0
P42892,ECE1,ECE1,Cluster_6,0.16614793328608665,0.22524266811875915,0.9826548053102258,1.0
Q86X76,NIT1,NIT1,Cluster_6,-0.1944520408505323,0.25689154323006286,0.9825384122900864,1.0
Q96LJ7,DHRS1,DHRS1,Cluster_6,0.07620839351990318,0.20935535678227465,0.9797510087279556,1.0
Q8TDY2,RB1CC1,RB1CC1,Cluster_6,0.13944434965473232,0.20564917550983017,0.9796116113977008,1.0
Q9H3K2,GHITM,GHITM,Cluster_6,0.08910066712754966,0.20299989465176063,0.977271421735697,1.0
P03923,MT-ND6,MT-ND6,Cluster_6,-0.188560845614708,0.22815249273707672,0.9755084459465806,1.0
Q9BY50,SEC11C,SEC11C,Cluster_6,0.04955376135850721,0.2028038072544516,0.9747741671006978,1.0
Q8TAA9,VANGL1,VANGL1,Cluster_6,-0.14553209353296837,0.24117253476817893,0.9742632284733972,1.0
O15243,LEPROT,LEPROT,Cluster_6,0.006229926288655932,0.20240828684214496,0.9722934974555032,1.0
Q15043,SLC39A14,SLC39A14,Cluster_6,-0.04930364243044144,0.213866097062065,0.9699717489185176,1.0
Q9BPW8,NIPSNAP1,NIPSNAP1,Cluster_6,0.094651024756615,0.21599140092914546,0.9663634788388862,1.0
Q9NWB6,ARGLU1,ARGLU1,Cluster_6,-0.16990676017632397,0.25244684699836456,0.9648635775235874,1.0
Q969L2,MAL2,MAL2,Cluster_6,-0.00516760815185325,0.2217446424553583,0.9641002966556336,1.0
P62699,YPEL5,YPEL5,Cluster_6,0.1520558120963021,0.24874279007726072,0.9612050953986078,1.0
Q15392,DHCR24,DHCR24,Cluster_6,0.0023357789909968815,0.22387373174587352,0.9598157544620882,1.0
Q5VST6,ABHD17B,ABHD17B,Cluster_6,0.07742462161046941,0.2249218206455507,0.9581269945950232,1.0
Q93096,PTP4A1,PTP4A1,Cluster_6,0.023587151334131452,0.20047859142181068,0.9573297641403437,1.0
Q8TC12,RDH11,RDH11,Cluster_6,0.14572680848490469,0.20270921899566102,0.9564078245845486,1.0
P10599,TXN,TXN,Cluster_6,-0.08623936544257202,0.21884826200953336,0.9542284025210108,1.0
P62942,FKBP1A,FKBP1A,Cluster_6,-0.05403883267109247,0.20728889159897104,0.9535479246075944,1.0
Q7LBR1,CHMP1B,CHMP1B,Cluster_6,-0.12955712486965115,0.23657347913065463,0.9495968181242488,1.0
Q96AG3,SLC25A46,SLC25A46,Cluster_6,-0.0657789984363443,0.2238330846095877,0.9494367150160308,1.0
Q96JN0,LCOR,LCOR,Cluster_6,-0.10885218512030226,0.21382244995625865,0.9446309550487512,1.0
P43155,CRAT,CRAT,Cluster_6,-0.008582868042017161,0.24560200236508747,0.9444735361835548,1.0
